Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,no_of_special_requests,booking_status
22087,2,0,2,3,0,3,2017,11,8,0,Not_Canceled
22088,2,0,0,3,0,137,2018,7,12,1,Not_Canceled
22089,2,0,0,1,0,38,2018,7,20,0,Canceled
22090,2,2,0,3,0,7,2018,4,20,1,Canceled
22091,2,0,0,1,0,55,2018,4,6,0,Not_Canceled
22092,2,0,2,0,0,150,2018,9,25,1,Not_Canceled
22093,2,0,1,5,0,144,2018,8,23,1,Not_Canceled
22094,2,2,1,2,0,40,2018,6,27,2,Not_Canceled
22095,2,0,2,5,0,213,2018,10,5,1,Canceled
22096,2,0,1,2,0,224,2017,10,2,0,Not_Canceled
22097,2,0,0,2,0,30,2017,9,30,0,Not_Canceled
22098,2,0,1,2,0,86,2018,5,20,1,Not_Canceled
22099,2,0,0,1,0,36,2018,5,7,1,Not_Canceled
22100,3,0,0,3,0,120,2018,9,28,0,Not_Canceled
22101,2,2,0,3,0,5,2018,4,26,2,Not_Canceled
22102,2,0,0,3,0,193,2017,10,15,0,Canceled
22103,2,0,2,1,0,25,2018,10,2,1,Canceled
22104,2,0,2,2,0,18,2018,12,2,1,Not_Canceled
22105,1,0,0,3,0,113,2018,5,31,0,Canceled
22106,2,0,1,2,0,95,2018,4,18,0,Canceled
22107,2,0,1,3,0,285,2018,10,3,0,Canceled
22108,2,0,0,1,0,118,2017,8,20,0,Canceled
22109,2,0,0,2,0,88,2017,12,4,1,Not_Canceled
22110,2,0,1,2,0,19,2018,12,5,2,Not_Canceled
22111,1,0,0,1,0,2,2018,5,5,0,Not_Canceled
22112,1,0,0,2,0,7,2018,11,22,0,Not_Canceled
22113,2,0,1,1,0,13,2017,10,19,2,Not_Canceled
22114,2,1,0,4,1,156,2018,7,19,2,Not_Canceled
22115,2,0,2,5,0,41,2018,12,27,0,Not_Canceled
22116,2,0,0,1,0,2,2018,1,14,0,Not_Canceled
22117,2,0,0,4,0,55,2017,11,17,0,Not_Canceled
22118,3,0,0,1,0,19,2018,4,27,0,Canceled
22119,2,0,0,2,0,16,2018,12,2,2,Not_Canceled
22120,1,2,0,3,0,127,2018,12,27,1,Canceled
22121,2,1,0,4,0,201,2018,11,1,3,Not_Canceled
22122,2,0,1,0,0,23,2018,1,11,0,Not_Canceled
22123,1,0,0,3,0,37,2018,10,13,0,Not_Canceled
22124,1,0,1,1,0,96,2017,9,28,0,Canceled
22125,2,0,2,1,0,201,2018,5,1,1,Canceled
22126,2,0,2,3,0,120,2018,6,18,3,Not_Canceled
22127,2,2,0,2,0,6,2018,4,8,0,Canceled
22128,1,0,0,3,0,16,2018,3,8,0,Not_Canceled
22129,2,0,2,2,0,17,2018,12,3,2,Not_Canceled
22130,2,0,1,2,0,280,2018,9,19,0,Canceled
22131,2,0,2,1,0,11,2018,10,29,2,Not_Canceled
22132,2,0,0,2,0,292,2018,7,21,0,Canceled
22133,2,0,1,2,0,3,2017,10,23,1,Not_Canceled
22134,2,0,0,1,0,90,2018,8,27,0,Canceled
22135,2,0,0,2,1,259,2018,7,22,2,Canceled
22136,1,0,0,2,0,5,2017,10,20,0,Not_Canceled
22137,2,0,1,2,0,9,2018,2,8,0,Not_Canceled
22138,2,0,0,4,0,72,2017,12,30,1,Not_Canceled
22139,3,0,0,2,0,239,2018,10,28,1,Canceled
22140,1,0,0,2,0,33,2017,9,16,2,Not_Canceled
22141,2,0,0,3,0,53,2018,9,1,2,Not_Canceled
22142,1,0,0,2,0,39,2017,8,14,0,Not_Canceled
22143,2,1,0,2,0,78,2018,12,16,0,Not_Canceled
22144,2,0,1,2,0,105,2017,10,12,0,Canceled
22145,2,0,2,3,0,77,2018,12,24,1,Not_Canceled
22146,2,0,1,2,0,10,2018,12,2,1,Not_Canceled
22147,1,0,0,2,0,164,2017,10,2,0,Not_Canceled
22148,2,0,0,1,0,9,2018,1,29,0,Not_Canceled
22149,2,0,0,1,0,0,2018,7,23,0,Not_Canceled
22150,1,0,0,1,0,8,2018,4,5,0,Not_Canceled
22151,2,0,2,1,0,124,2017,8,8,0,Canceled
22152,1,0,1,4,0,9,2018,1,18,0,Not_Canceled
22153,2,0,1,2,0,127,2018,11,25,1,Not_Canceled
22154,2,0,0,3,0,93,2018,9,27,2,Canceled
22155,1,0,0,1,0,33,2018,5,25,0,Canceled
22156,1,2,2,5,0,80,2018,12,20,3,Not_Canceled
22157,2,0,0,2,0,292,2018,7,21,0,Canceled
22158,3,0,1,3,0,17,2017,12,24,0,Not_Canceled
22159,2,0,1,3,0,6,2018,8,29,0,Not_Canceled
22160,2,0,2,2,0,121,2018,5,8,0,Canceled
22161,3,0,2,1,0,5,2018,8,6,0,Not_Canceled
22162,2,0,1,2,0,50,2018,12,2,2,Not_Canceled
22163,1,0,0,1,0,29,2018,3,4,0,Not_Canceled
22164,2,0,0,3,0,84,2018,3,29,1,Not_Canceled
22165,2,0,1,2,0,89,2017,11,23,2,Not_Canceled
22166,2,0,0,2,0,11,2018,3,29,1,Not_Canceled
22167,2,0,2,3,0,115,2018,4,29,1,Canceled
22168,2,0,0,4,0,63,2018,7,27,0,Canceled
22169,2,0,1,0,0,4,2018,1,25,0,Not_Canceled
22170,2,0,0,1,0,4,2018,8,25,1,Not_Canceled
22171,1,0,2,1,0,220,2018,9,17,0,Canceled
22172,2,0,2,1,0,205,2018,5,29,0,Canceled
22173,2,0,1,3,0,23,2018,9,15,0,Canceled
22174,2,0,2,1,0,205,2018,5,29,0,Canceled
22175,2,0,0,1,0,1,2018,6,22,2,Not_Canceled
22176,2,0,2,0,0,38,2018,9,18,0,Canceled
22177,2,0,0,1,0,8,2018,9,2,1,Not_Canceled
22178,2,0,1,3,0,66,2018,10,31,1,Not_Canceled
22179,2,0,0,2,0,0,2018,4,7,1,Not_Canceled
22180,2,0,2,1,0,0,2018,2,14,0,Not_Canceled
22181,2,0,2,3,0,152,2018,8,19,0,Canceled
22182,2,2,1,5,0,18,2018,2,1,0,Canceled
22183,2,0,0,2,0,39,2017,8,14,0,Not_Canceled
22184,1,0,0,1,0,9,2018,6,1,1,Not_Canceled
22185,2,0,2,0,1,4,2017,11,29,1,Not_Canceled
22186,1,0,2,3,0,304,2018,12,29,1,Not_Canceled
22187,2,0,0,1,0,92,2018,11,11,0,Not_Canceled
22188,2,0,1,5,0,28,2018,10,3,1,Not_Canceled
22189,2,0,1,2,0,168,2018,4,22,0,Canceled
22190,2,0,2,2,0,14,2018,6,19,1,Not_Canceled
22191,2,0,1,2,0,110,2018,10,10,2,Canceled
22192,2,0,0,2,0,3,2018,6,22,1,Not_Canceled
22193,1,0,1,1,0,301,2018,7,30,0,Not_Canceled
22194,0,2,0,3,0,40,2018,1,14,1,Not_Canceled
22195,2,2,2,4,0,56,2017,10,9,0,Not_Canceled
22196,2,0,1,3,0,139,2018,5,5,2,Not_Canceled
22197,0,3,1,0,0,6,2017,12,13,1,Not_Canceled
22198,2,0,1,1,0,64,2018,12,3,1,Not_Canceled
22199,2,0,2,1,0,73,2018,4,3,0,Canceled
22200,2,0,0,2,0,11,2017,9,4,2,Not_Canceled
22201,2,0,0,2,0,56,2017,9,17,0,Not_Canceled
22202,2,0,2,2,0,130,2018,5,22,1,Not_Canceled
22203,3,0,1,2,0,188,2018,10,24,1,Not_Canceled
22204,2,0,0,2,0,308,2018,11,25,0,Canceled
22205,2,0,0,1,0,72,2017,9,18,0,Not_Canceled
22206,2,0,1,2,0,2,2017,11,27,1,Not_Canceled
22207,1,0,2,1,0,12,2018,1,24,1,Not_Canceled
22208,1,0,2,1,0,93,2018,10,15,0,Canceled
22209,1,0,2,1,0,17,2018,4,2,0,Canceled
22210,2,0,0,1,0,66,2018,6,17,0,Canceled
22211,2,0,2,1,0,20,2018,4,17,1,Not_Canceled
22212,2,0,1,2,0,228,2018,7,29,1,Not_Canceled
22213,2,0,0,2,1,2,2017,12,11,0,Not_Canceled
22214,2,0,0,3,0,76,2018,4,28,0,Canceled
22215,1,0,1,0,0,9,2018,4,10,0,Not_Canceled
22216,2,0,2,5,1,160,2018,8,8,0,Canceled
22217,2,0,1,0,0,0,2018,10,10,0,Not_Canceled
22218,3,1,2,2,0,70,2018,4,8,0,Not_Canceled
22219,2,0,1,2,0,129,2018,5,13,1,Not_Canceled
22220,2,0,1,0,0,18,2018,9,12,0,Not_Canceled
22221,1,0,0,1,0,99,2018,2,19,0,Not_Canceled
22222,2,0,2,2,0,9,2018,1,22,0,Not_Canceled
22223,2,0,0,5,0,140,2018,8,9,0,Not_Canceled
22224,2,0,1,2,0,59,2018,6,27,0,Canceled
22225,2,0,0,2,0,1,2018,5,31,1,Not_Canceled
22226,1,0,0,2,0,32,2017,11,20,0,Not_Canceled
22227,2,0,0,4,0,153,2018,6,29,1,Not_Canceled
22228,2,0,0,3,0,76,2018,2,18,0,Not_Canceled
22229,3,0,2,3,0,37,2018,6,19,1,Not_Canceled
22230,2,0,0,4,0,33,2018,2,23,1,Not_Canceled
22231,2,0,0,1,0,1,2018,12,17,1,Not_Canceled
22232,2,0,2,0,0,150,2018,10,30,0,Canceled
22233,1,0,2,5,0,88,2018,9,3,1,Not_Canceled
22234,2,0,0,5,0,230,2018,9,6,1,Canceled
22235,2,0,2,3,0,175,2018,10,27,0,Not_Canceled
22236,2,0,1,2,0,29,2018,12,30,0,Not_Canceled
22237,2,0,2,3,0,28,2018,5,21,0,Canceled
22238,2,1,0,1,0,136,2018,7,6,0,Not_Canceled
22239,2,0,0,1,0,9,2017,11,7,1,Not_Canceled
22240,1,0,1,0,0,111,2018,10,10,0,Canceled
22241,2,0,2,3,0,9,2018,10,27,1,Not_Canceled
22242,2,0,0,1,0,52,2018,5,4,1,Not_Canceled
22243,2,0,0,1,0,4,2018,4,2,1,Not_Canceled
22244,3,0,3,6,0,38,2018,8,22,0,Not_Canceled
22245,2,0,1,2,0,86,2018,5,20,1,Not_Canceled
22246,2,0,0,2,0,308,2018,11,25,0,Canceled
22247,2,0,0,0,0,228,2018,6,4,0,Canceled
22248,1,0,0,1,0,5,2018,6,8,1,Not_Canceled
22249,2,2,0,3,0,19,2018,8,11,1,Canceled
22250,1,0,2,4,0,69,2018,6,12,0,Canceled
22251,2,0,2,0,1,188,2017,9,6,1,Canceled
22252,2,0,0,3,0,150,2018,6,16,1,Not_Canceled
22253,2,0,1,3,0,111,2018,5,9,1,Not_Canceled
22254,2,1,0,2,0,8,2017,9,8,3,Not_Canceled
22255,2,0,2,4,0,35,2017,9,26,2,Not_Canceled
22256,2,0,0,3,0,38,2017,10,6,1,Not_Canceled
22257,1,0,1,0,0,27,2018,4,25,1,Not_Canceled
22258,2,0,2,0,0,75,2018,10,30,0,Canceled
22259,2,0,1,4,0,151,2018,7,6,1,Canceled
22260,1,0,0,1,0,1,2017,9,1,1,Not_Canceled
22261,2,0,0,1,0,10,2018,8,24,3,Not_Canceled
22262,2,0,1,3,0,206,2018,7,28,0,Canceled
22263,2,0,0,1,0,1,2017,9,8,0,Not_Canceled
22264,2,0,0,1,0,28,2018,9,27,2,Not_Canceled
22265,2,0,1,4,0,48,2018,8,31,1,Not_Canceled
22266,2,0,0,2,0,177,2018,6,3,0,Canceled
22267,2,2,0,4,0,210,2018,8,2,0,Canceled
22268,2,0,0,2,0,44,2018,4,27,1,Not_Canceled
22269,2,0,1,3,0,136,2018,6,30,0,Not_Canceled
22270,2,0,0,2,0,15,2018,8,2,0,Not_Canceled
22271,2,0,0,3,0,129,2018,2,4,0,Not_Canceled
22272,2,0,0,3,0,36,2017,10,6,1,Not_Canceled
22273,2,0,1,1,0,301,2018,7,30,1,Canceled
22274,2,0,0,4,0,12,2017,11,10,0,Not_Canceled
22275,1,0,0,1,0,0,2017,10,20,0,Not_Canceled
22276,2,0,2,4,0,43,2018,11,30,1,Not_Canceled
22277,2,0,0,3,0,43,2017,10,29,3,Not_Canceled
22278,2,0,2,1,0,145,2017,8,29,0,Not_Canceled
22279,1,0,0,1,0,2,2018,3,2,0,Not_Canceled
22280,2,0,2,1,0,58,2018,4,24,0,Not_Canceled
22281,2,0,0,2,0,317,2018,9,15,0,Canceled
22282,2,0,0,4,0,296,2018,9,21,1,Canceled
22283,2,0,0,3,0,44,2018,2,17,0,Not_Canceled
22284,2,0,0,2,0,273,2017,7,17,0,Canceled
22285,2,0,0,3,0,148,2018,10,4,3,Not_Canceled
22286,1,0,0,1,0,59,2018,1,28,0,Not_Canceled
22287,1,0,0,3,0,80,2018,12,7,2,Not_Canceled
22288,2,0,0,1,0,1,2018,7,19,1,Canceled
22289,2,0,0,3,0,64,2018,9,28,0,Not_Canceled
22290,1,0,0,2,0,1,2017,8,20,0,Not_Canceled
22291,2,0,2,3,0,51,2018,11,27,1,Not_Canceled
22292,1,0,1,0,1,7,2018,3,21,0,Not_Canceled
22293,2,0,2,2,0,73,2018,8,19,0,Not_Canceled
22294,1,0,0,1,0,65,2017,10,2,0,Not_Canceled
22295,2,2,2,3,0,157,2018,8,19,0,Canceled
22296,1,0,2,3,0,13,2017,9,20,1,Not_Canceled
22297,3,0,0,3,0,16,2018,3,3,0,Canceled
22298,2,0,2,4,0,9,2017,9,12,2,Not_Canceled
22299,1,0,1,2,0,180,2018,10,10,0,Canceled
22300,2,0,0,5,0,8,2018,1,19,1,Not_Canceled
22301,1,0,0,1,0,5,2017,9,2,0,Not_Canceled
22302,1,0,1,0,0,39,2018,9,25,0,Not_Canceled
22303,2,0,0,2,0,182,2018,9,30,2,Canceled
22304,2,0,1,0,0,44,2018,4,4,0,Canceled
22305,2,0,2,5,0,28,2017,11,2,0,Not_Canceled
22306,2,0,2,1,0,271,2018,12,3,0,Not_Canceled
22307,2,1,1,2,0,16,2018,6,13,0,Canceled
22308,2,0,0,2,0,377,2018,10,14,1,Canceled
22309,1,0,1,0,0,131,2018,10,10,0,Canceled
22310,2,0,2,1,0,44,2018,11,6,1,Not_Canceled
22311,2,0,1,4,0,275,2018,10,5,0,Canceled
22312,2,0,1,2,0,304,2018,10,21,0,Canceled
22313,2,0,2,3,0,53,2018,4,3,0,Not_Canceled
22314,2,0,2,2,0,13,2017,10,18,2,Not_Canceled
22315,2,0,0,2,0,12,2018,4,15,1,Not_Canceled
22316,2,2,0,4,0,0,2018,5,3,1,Not_Canceled
22317,2,0,2,5,0,115,2017,7,29,1,Not_Canceled
22318,2,0,1,2,0,224,2018,8,8,0,Canceled
22319,2,2,0,2,0,4,2018,9,14,1,Canceled
22320,1,0,0,2,0,164,2017,10,2,0,Not_Canceled
22321,2,0,2,0,0,8,2018,9,25,0,Not_Canceled
22322,2,0,1,2,0,177,2018,7,18,0,Canceled
22323,1,0,0,1,0,0,2018,1,19,1,Not_Canceled
22324,2,0,1,4,0,275,2018,10,5,0,Canceled
22325,2,0,0,2,0,181,2018,10,28,2,Canceled
22326,2,0,0,3,0,304,2018,11,3,0,Canceled
22327,2,0,2,2,1,153,2018,7,1,1,Not_Canceled
22328,2,0,1,1,0,1,2018,10,3,2,Not_Canceled
22329,2,0,0,1,0,191,2018,11,25,0,Canceled
22330,2,1,2,1,0,44,2018,9,11,0,Canceled
22331,2,0,0,2,0,68,2017,9,29,0,Not_Canceled
22332,2,0,0,2,0,28,2018,5,19,0,Not_Canceled
22333,2,0,2,2,0,36,2018,12,18,1,Not_Canceled
22334,2,0,1,0,0,286,2018,10,16,0,Canceled
22335,2,0,2,5,0,246,2018,9,7,0,Not_Canceled
22336,2,0,1,3,0,127,2018,4,28,0,Not_Canceled
22337,2,0,0,2,0,23,2018,8,2,1,Not_Canceled
22338,2,0,1,2,0,144,2018,10,28,0,Canceled
22339,1,0,1,3,0,12,2017,10,12,0,Not_Canceled
22340,1,0,0,1,0,7,2018,11,17,0,Not_Canceled
22341,2,0,1,4,0,189,2018,8,15,1,Not_Canceled
22342,2,0,1,2,0,1,2018,6,17,1,Not_Canceled
22343,2,0,2,5,0,75,2018,11,5,0,Not_Canceled
22344,1,0,1,0,0,0,2017,11,23,0,Not_Canceled
22345,0,2,0,3,0,64,2018,2,9,1,Not_Canceled
22346,2,0,1,4,0,90,2017,12,21,0,Not_Canceled
22347,2,0,1,5,0,93,2018,4,26,0,Not_Canceled
22348,1,0,0,2,0,3,2018,6,10,0,Not_Canceled
22349,2,0,0,2,0,104,2017,10,6,1,Canceled
22350,2,0,0,4,0,89,2018,5,11,0,Not_Canceled
22351,2,0,0,1,0,0,2018,9,15,0,Not_Canceled
22352,3,0,0,3,0,100,2018,7,21,0,Canceled
22353,2,0,0,4,0,49,2017,12,30,0,Not_Canceled
22354,2,0,1,2,0,9,2018,2,22,1,Not_Canceled
22355,2,0,2,4,0,199,2018,8,12,0,Canceled
22356,1,0,0,3,0,71,2018,6,14,0,Not_Canceled
22357,2,0,2,1,0,35,2018,10,9,3,Not_Canceled
22358,2,0,0,3,0,149,2018,6,9,0,Canceled
22359,2,0,2,8,0,14,2018,3,30,0,Canceled
22360,2,0,0,1,0,8,2018,5,25,1,Not_Canceled
22361,2,1,2,1,0,98,2018,8,14,2,Not_Canceled
22362,2,0,0,4,0,91,2018,7,13,1,Not_Canceled
22363,2,0,2,9,0,5,2018,2,23,0,Canceled
22364,3,0,2,3,0,162,2018,7,29,1,Canceled
22365,1,0,0,2,0,181,2018,10,11,0,Canceled
22366,2,2,1,2,0,50,2018,8,19,0,Canceled
22367,2,0,1,2,0,161,2018,3,25,0,Canceled
22368,2,0,1,1,0,82,2018,5,16,1,Not_Canceled
22369,2,0,1,3,0,252,2018,12,29,1,Not_Canceled
22370,2,0,1,2,0,315,2018,9,30,0,Canceled
22371,1,0,1,2,0,180,2018,10,10,1,Canceled
22372,2,0,0,1,0,8,2018,4,21,0,Canceled
22373,1,0,1,3,0,8,2018,6,20,0,Canceled
22374,2,0,2,5,0,34,2018,1,31,0,Not_Canceled
22375,2,0,0,2,0,0,2017,8,7,0,Not_Canceled
22376,1,0,2,1,0,41,2018,3,13,0,Not_Canceled
22377,2,0,1,1,0,89,2018,12,10,2,Not_Canceled
22378,2,0,1,4,0,336,2018,9,21,0,Not_Canceled
22379,2,0,0,3,1,138,2018,7,12,1,Not_Canceled
22380,3,0,2,2,0,167,2018,8,12,0,Canceled
22381,2,0,2,1,0,34,2018,1,17,0,Not_Canceled
22382,2,0,0,1,0,180,2017,10,16,0,Canceled
22383,2,0,0,3,0,157,2018,6,7,0,Canceled
22384,2,0,1,2,0,89,2017,11,23,2,Not_Canceled
22385,1,0,0,1,0,8,2018,3,2,0,Not_Canceled
22386,2,0,0,2,0,129,2018,3,25,0,Not_Canceled
22387,3,0,0,4,0,74,2018,7,13,3,Not_Canceled
22388,2,0,2,1,0,122,2018,3,27,1,Not_Canceled
22389,1,0,0,1,0,8,2018,4,20,0,Not_Canceled
22390,1,0,0,3,0,71,2018,6,14,0,Not_Canceled
22391,1,0,1,2,0,57,2018,11,18,1,Canceled
22392,2,0,1,1,0,3,2018,3,21,0,Not_Canceled
22393,2,0,0,1,0,2,2017,9,2,1,Not_Canceled
22394,2,0,0,1,0,56,2018,6,8,0,Not_Canceled
22395,2,0,2,2,1,64,2018,12,25,2,Not_Canceled
22396,1,0,0,1,0,16,2018,9,8,1,Not_Canceled
22397,1,0,0,2,0,39,2017,8,14,0,Not_Canceled
22398,2,1,0,4,0,51,2018,12,6,2,Not_Canceled
22399,2,0,0,4,1,75,2018,3,22,0,Not_Canceled
22400,2,0,0,4,0,197,2018,8,9,1,Canceled
22401,2,0,2,0,0,10,2018,8,14,1,Not_Canceled
22402,1,0,0,2,0,119,2018,6,7,0,Not_Canceled
22403,3,0,0,3,0,69,2018,4,7,0,Canceled
22404,2,0,0,2,0,142,2018,6,28,0,Canceled
22405,2,0,1,3,0,11,2018,11,7,1,Not_Canceled
22406,2,0,0,3,0,7,2018,5,5,0,Not_Canceled
22407,1,0,0,1,0,1,2017,8,20,0,Not_Canceled
22408,3,0,0,3,0,160,2018,7,14,0,Canceled
22409,2,0,2,1,0,145,2018,1,3,0,Not_Canceled
22410,2,0,0,2,0,72,2018,6,3,1,Not_Canceled
22411,2,0,2,1,0,117,2017,8,1,0,Canceled
22412,1,0,0,1,0,225,2018,11,18,1,Canceled
22413,2,0,4,10,0,15,2018,11,25,1,Canceled
22414,2,0,0,5,0,34,2018,3,15,1,Not_Canceled
22415,2,0,0,2,0,346,2018,9,13,1,Canceled
22416,1,0,1,2,0,204,2017,10,2,0,Canceled
22417,2,0,1,2,0,163,2018,8,29,0,Not_Canceled
22418,2,0,1,2,0,185,2018,3,25,0,Not_Canceled
22419,1,0,0,2,0,188,2018,6,15,0,Canceled
22420,3,0,1,1,0,48,2018,10,17,2,Not_Canceled
22421,1,0,0,1,0,0,2018,11,18,0,Not_Canceled
22422,2,0,1,1,0,301,2018,7,30,1,Canceled
22423,2,0,2,7,0,94,2017,7,14,0,Canceled
22424,1,0,1,2,0,28,2018,5,9,1,Not_Canceled
22425,2,0,0,1,0,3,2018,2,4,1,Not_Canceled
22426,2,0,0,1,1,5,2018,9,16,1,Not_Canceled
22427,3,0,2,1,0,103,2017,7,18,0,Not_Canceled
22428,2,0,1,0,0,0,2017,12,21,0,Not_Canceled
22429,2,2,0,2,0,7,2017,8,19,1,Not_Canceled
22430,2,0,1,5,0,8,2017,8,18,1,Not_Canceled
22431,2,0,1,2,0,9,2018,12,16,0,Not_Canceled
22432,2,0,1,5,0,172,2018,7,26,0,Not_Canceled
22433,2,1,1,3,0,78,2018,3,3,2,Not_Canceled
22434,2,0,2,3,0,92,2018,8,28,0,Canceled
22435,1,0,1,2,0,219,2017,9,4,0,Not_Canceled
22436,2,0,2,2,0,7,2018,12,9,1,Not_Canceled
22437,2,0,0,5,0,140,2017,12,29,0,Not_Canceled
22438,2,0,2,2,0,99,2017,10,30,0,Canceled
22439,2,0,0,3,0,83,2018,11,24,1,Canceled
22440,2,0,0,3,0,50,2017,12,31,0,Not_Canceled
22441,2,0,2,2,0,63,2018,9,4,1,Not_Canceled
22442,1,0,2,2,0,75,2018,6,17,2,Not_Canceled
22443,2,0,0,2,0,61,2018,7,26,0,Canceled
22444,2,0,0,1,0,146,2018,7,8,2,Not_Canceled
22445,2,0,2,3,0,26,2017,11,1,0,Not_Canceled
22446,2,0,2,1,0,1,2018,6,18,2,Not_Canceled
22447,2,0,0,2,0,346,2018,9,13,1,Canceled
22448,2,0,0,1,0,64,2018,9,16,0,Canceled
22449,3,0,0,3,0,64,2018,11,17,2,Not_Canceled
22450,2,0,0,1,0,116,2018,7,28,1,Not_Canceled
22451,2,0,2,3,0,25,2017,11,22,0,Not_Canceled
22452,3,0,1,3,0,262,2018,12,26,0,Not_Canceled
22453,1,0,0,1,0,14,2018,11,29,0,Not_Canceled
22454,1,0,0,1,0,5,2018,6,14,0,Not_Canceled
22455,1,0,0,3,0,94,2018,9,22,0,Canceled
22456,1,0,1,3,0,118,2018,6,6,0,Not_Canceled
22457,1,0,2,3,0,115,2018,2,27,0,Canceled
22458,1,0,4,5,0,27,2018,2,7,0,Canceled
22459,2,0,0,3,0,172,2018,10,4,0,Canceled
22460,2,0,2,0,0,386,2018,10,23,1,Canceled
22461,1,0,0,1,0,9,2018,3,2,0,Not_Canceled
22462,1,0,0,3,0,276,2018,9,22,0,Not_Canceled
22463,2,2,0,1,0,50,2018,7,9,0,Canceled
22464,2,0,1,2,0,89,2018,5,9,1,Not_Canceled
22465,2,0,2,1,0,27,2018,10,29,1,Not_Canceled
22466,2,1,0,2,0,38,2018,3,25,2,Not_Canceled
22467,2,0,1,2,0,172,2018,9,12,1,Not_Canceled
22468,1,0,0,2,0,188,2018,6,15,0,Canceled
22469,2,0,2,2,0,45,2017,10,24,0,Not_Canceled
22470,3,0,4,5,0,42,2018,8,21,2,Not_Canceled
22471,2,0,1,1,0,38,2018,5,21,1,Not_Canceled
22472,1,0,1,1,0,32,2017,10,24,1,Not_Canceled
22473,2,0,2,8,0,302,2018,8,2,1,Not_Canceled
22474,2,0,0,3,0,46,2018,11,3,2,Not_Canceled
22475,2,0,2,0,0,20,2018,10,16,0,Not_Canceled
22476,2,0,1,2,0,309,2018,5,13,0,Not_Canceled
22477,2,0,2,2,0,69,2018,4,10,1,Not_Canceled
22478,1,0,1,0,0,7,2018,4,11,0,Not_Canceled
22479,2,0,0,4,0,111,2018,6,7,0,Not_Canceled
22480,1,0,0,1,0,73,2018,10,28,0,Not_Canceled
22481,2,0,0,2,0,245,2018,6,17,0,Canceled
22482,2,0,1,4,0,270,2018,12,7,0,Not_Canceled
22483,0,2,0,3,0,1,2017,12,23,0,Not_Canceled
22484,2,0,0,2,0,0,2018,2,10,0,Not_Canceled
22485,2,0,0,2,0,315,2018,12,2,0,Not_Canceled
22486,1,0,1,0,0,24,2018,9,12,1,Not_Canceled
22487,2,0,2,2,0,99,2017,10,30,0,Canceled
22488,2,0,1,3,0,37,2018,2,4,1,Not_Canceled
22489,2,0,0,1,0,41,2017,9,4,0,Not_Canceled
22490,1,0,0,2,0,123,2018,5,6,1,Not_Canceled
22491,2,0,0,3,0,13,2018,2,18,1,Not_Canceled
22492,2,0,0,3,0,30,2018,6,29,1,Not_Canceled
22493,1,0,0,3,0,55,2018,12,8,2,Not_Canceled
22494,3,0,2,3,0,56,2017,10,9,2,Not_Canceled
22495,2,0,2,2,0,104,2018,4,3,1,Not_Canceled
22496,2,0,1,5,0,110,2018,8,1,1,Not_Canceled
22497,2,0,0,1,0,55,2018,4,6,0,Not_Canceled
22498,2,0,0,1,0,181,2018,10,11,0,Canceled
22499,2,0,0,2,0,39,2017,8,14,0,Not_Canceled
22500,2,0,2,3,0,268,2018,4,8,0,Canceled
22501,2,0,1,1,0,4,2017,8,10,0,Canceled
22502,2,0,0,0,0,33,2018,2,20,1,Not_Canceled
22503,2,0,1,3,0,322,2018,5,19,0,Canceled
22504,2,0,1,3,0,20,2018,12,22,1,Not_Canceled
22505,2,0,2,2,0,153,2018,10,16,1,Not_Canceled
22506,2,0,0,1,0,34,2018,9,7,0,Not_Canceled
22507,2,0,2,3,0,33,2018,4,29,0,Not_Canceled
22508,2,2,2,1,0,57,2018,4,23,2,Not_Canceled
22509,2,0,0,2,0,192,2018,8,3,0,Canceled
22510,2,0,2,3,0,211,2018,7,30,0,Canceled
22511,3,0,2,1,0,139,2018,10,8,0,Canceled
22512,2,0,0,3,0,85,2018,4,7,0,Canceled
22513,1,0,1,0,0,61,2018,12,19,0,Not_Canceled
22514,2,0,0,1,0,13,2018,6,28,1,Not_Canceled
22515,2,0,0,3,0,146,2017,12,29,0,Not_Canceled
22516,2,0,0,2,0,32,2018,11,11,1,Not_Canceled
22517,2,2,2,2,0,15,2018,6,19,2,Not_Canceled
22518,2,0,1,1,0,251,2018,11,21,1,Not_Canceled
22519,2,0,1,3,0,172,2018,5,26,0,Canceled
22520,2,0,0,3,0,106,2018,2,16,1,Not_Canceled
22521,2,0,0,2,0,53,2017,12,29,1,Not_Canceled
22522,2,0,2,1,0,36,2018,8,28,1,Not_Canceled
22523,2,0,2,2,0,71,2018,11,19,1,Canceled
22524,2,0,0,2,0,11,2017,10,23,1,Not_Canceled
22525,2,0,0,1,0,37,2018,6,16,0,Canceled
22526,1,0,0,1,0,3,2018,7,21,0,Not_Canceled
22527,2,0,0,1,0,4,2018,2,13,0,Not_Canceled
22528,1,2,0,1,0,9,2018,7,28,2,Not_Canceled
22529,2,0,1,1,0,275,2018,6,4,0,Canceled
22530,1,0,2,6,0,84,2018,4,12,0,Canceled
22531,2,0,0,4,0,70,2018,3,16,2,Not_Canceled
22532,2,0,0,1,0,2,2018,3,30,2,Not_Canceled
22533,2,0,1,4,0,76,2018,3,23,1,Not_Canceled
22534,2,1,0,2,0,44,2018,6,28,0,Canceled
